Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5
601688.SH,华泰证券,18.32,江苏,非银金融,2010-02-26,0.66,1.2951,0.8754,1.6452,0.8011,0.3949,0.2885,0.3186,0,0.8195,0.2785,1.2504,0.1653,1,0.9435,0.334,12.5303,是,1,19.41706412,103.2925876,1.824850299,0.00%,0,1.462055976,1.54031E+11,1.00E+00,0,0,1,1,1,1,0
601689.SH,拓普集团,24.4,浙江,汽车,2015-03-19,1.04,1.06,0.95,0.66,0.77,0.65,0.47,0,0,0,0,0,0,1,1.016666667,0.373333333,9.9245,是,1,24,39.79233037,1.723214286,162.41%,12.43747569,2.458562144,14780378363,0,0,0,1,0,1,0,0
601699.SH,潞安环能,5.69,山西,采掘,2006-09-22,0.89,0.93,0.29,0.03,0.43,0.66,1.12,1.67,2.987,1.833,2.48,1.53,0,1,0.703333333,1.15,7.9899,是,1,8.090047393,30.10553961,-0.388405797,90.66%,1.020318761,0.712149088,2.07E+10,0,1,0,1,1,1,1,1
601700.SH,风范股份,5.45,江苏,电气设备,2011-01-18,0.03,0.12,0.18,0.18,0.44,0.49,0.68,0.51,1.01,0.86,0.93,0.38,0,1,0.11,0.56,2.5107,是,1,49.54545455,653.2484343,-0.803571429,191.62%,5.720049717,2.170709364,5790815520,0,0,0,1,0,1,0,0
601717.SH,郑 煤 机,5.45,河南,汽车,2010-08-03,0.48,0.167,0.038,0.03,0.13,0.53,1.12,1.71,1.43,1.13,0.86,0.36,0,1,0.228333333,1.12,6.6132,是,1,23.86861314,30.1808459,-0.796130952,195.88%,13.66203737,0.824109357,10706673067,0.00E+00,0,0,1,1,1,1,1
601718.SH,际华集团,3.53,北京,纺织服装,2010-08-16,-0.02,0.18,0.32,0.3,0.3,0.25,0.22,0.16,0.17,0.17,0.17,0.15,0,0,0.16,0.21,4.0873,是,1,22.0625,-64.61230654,-0.238095238,284.57%,-13.75762285,0.863650821,13921465211,0,0,1,1,1,1,1,1
601727.SH,上海电气,4.74,上海,电气设备,2008-12-05,0.203,0.1895,0.1556,0.17,0.1992,0.19,0.21,0.26,0.2219,0.2,0.2196,0.24,0.18,1,0.1827,0.22,3.8906,是,1,25.94417077,30.87228386,-0.169545455,129.68%,-4.27579421,1.218321082,7.09E+10,1,0,0,1,1,1,1,0
601766.SH,中国中车,6.2,北京,机械设备,2008-08-18,0.39,0.37,0.41,0.43,0.39,0.3,0.3,0.33,0.21,0.14,0.16,0.12,0,1,0.39,0.31,4.4761,是,1,15.8974359,38.07883997,0.258064516,125.54%,5.716023608,1.38513438,2.00031E+11,1,0,0,1,1,1,1,1
601777.SH,力帆股份,3.43,重庆,汽车,2010-11-25,0.19,0.14,0.07,0.33,0.3917,0.4391,0.3378,0.4102,0.4972,0.4058,0.2843,0.6778,0,1,0.133333333,0.3957,5.7021,-,0,25.725,0,-0.663044394,80.66%,0.470554538,0.601532769,3757346676,0.00E+00,0,0,1,1,1,1,1
601788.SH,光大证券,11.34,上海,非银金融,2009-08-18,0.0224,0.6542,0.7391,2.1354,0.6051,0.06,0.29,0.45,0.64,0.92,0.47,1.68,0.38,1,0.4719,0.266666667,10.2375,是,1,24.03051494,446.2504858,0.769625,0.00%,0,1.107692308,51686929433,1,0,0,1,1,1,1,0
601789.SH,宁波建工,5.7,浙江,建筑装饰,2011-08-16,0.2249,0.2192,0.2002,0.3914,0.3768,0.4769,0.3361,0.3473,0.3239,0.2788,0.2544,0,0,1,0.214766667,0.386766667,2.8017,是,1,26.54043148,31.12076316,-0.444712574,111.83%,0.784455049,2.034479066,3513888000,0,0,0,1,0,1,0,0
601798.SH,*ST 蓝科,5.9,甘肃,机械设备,2011-06-22,0.177,-0.246,-0.39,0.126,0.16,0.26,0.329,0.432,0.467,0.541,0.354,0,0,0,-0.153,0.340333333,5.078,-,0,10000,0,-1.449559256,172.22%,3.247128234,1.161874754,2166167290,0,0,0,1,1,1,1,0
601799.SH,星宇股份,108.21,江苏,汽车,2011-02-01,2.2108,1.7019,1.3895,1.2246,1.1378,0.9087,0.788,0,0,0.4707,0.3902,0.3672,0,1,1.7674,0.565566667,15.8187,是,1,61.22552903,44.77924469,2.125007367,216.35%,6.997856984,6.840637979,23197039488,0,0,1,1,0,1,0,0
601800.SH,中国交建,8.2,北京,建筑装饰,2012-03-09,1.15,1.21,0.97,0.95,0.86,0.75,0.75,0.78,0.64,0.46,0.4,0.33,0,1,1.11,0.76,10.6804,是,1,7.387387387,18.96628474,0.460526316,100.63%,0.05701428,0.767761507,1.46E+11,1,1,0,1,1,1,1,1
601801.SH,皖新传媒,4.96,安徽,传媒,2010-01-18,0,0,0,0,0.76,0.67,0.55,0,0,0,0,0,0,0,0,0.406666667,5.0372,是,1,10000,32.02892187,-1,364.44%,-2.00475824,0.984674025,10184728253,0,0,1,1,1,1,1,0
601808.SH,中海油服,13.02,天津,采掘,2007-09-28,0,0,0,0,0,0,1.01,0.9,0.92,0.7,0,0,0,0,0,0.636666667,7.2366,是,1,10000,471.7520854,-1,164.71%,1.668081967,1.799187464,79590154560,1.00E+00,0,0,1,0,1,0,0
601811.SH,新华文轩,10.84,四川,传媒,2016-08-08,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.183333333,0,6.8733,是,1,59.12727273,39.7080384,-999,156.77%,-3.897817,1.577117251,14991168150,0,0,0,0,0,0,0,0
601818.SH,光大银行,3.69,北京,银行,2010-08-18,0.55,0.59,0.63,0.63,0.62,0.66,0.58,0.45,0.36,0.26,0.26,0.51,0,1,0.59,0.563333333,5.55,是,1,6.254237288,25.10703649,0.047337278,0.00%,0,0.664864865,2.16781E+11,1,1,0,1,1,1,1,1
601828.SH,美 凯 龙,9.58,上海,商业贸易,2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7504,是,1,10000,21.40745954,-999,64.13%,2.477234257,0.815291394,37949500000,0,0,0,0,1,0,0,0
601838.SH,成都银行,7.83,四川,银行,2018-01-31,1.3,1.2,0.79,0.87,1.09,0.91,0.78,0.74,0,0.33,0.36,0.25,0,1,1.096666667,0.81,8.64,是,1,7.139817629,27.19407646,0.353909465,0.00%,0,0.90625,3.08E+10,0,1,0,0,1,0,0,1
601857.SH,中国石油,4.47,北京,采掘,2007-11-05,0.29,0.12,0.04,0.19,0.59,0.71,0.63,0.73,0.76,0.56,0.62,0.75,0.76,1,0.15,0.69,6.6362,是,1,29.8,62.23096098,-0.782608696,73.73%,3.017581234,0.673578253,1.02309E+12,1,0,0,1,1,1,1,1
601858.SH,中国科传,9.59,北京,传媒,2017-01-18,0.54,0.48,0.42,0.38,0.34,0.29,0.26,0.27,0,0,0,0,0,1,0.48,0.273333333,4.4689,是,1,19.97916667,20.11075553,0.756097561,361.23%,-1.010583163,2.145941954,8600640000,0.00E+00,0,1,0,0,0,0,0
601866.SH,中远海发,1.94,上海,交通运输,2007-12-12,0.1186,0.1251,0.0315,-0.2524,0.0908,-0.2265,0.0447,-0.2348,0.3598,-0.5554,0.0112,0.362,0.111,0,0.091733333,-0.138866667,1.3729,是,1,21.14825581,27.44541133,-1.660585694,68.90%,0.175737394,1.41306723,29020312500,0,0,0,1,1,1,1,0
601872.SH,招商轮船,6.44,上海,交通运输,2006-12-01,0.19,0.12,0.33,0.23,0.04,-0.46,0.02,0.05,0.18,0.1,0.36,0.25,0,0,0.213333333,-0.13,3.3399,是,1,30.1875,30.15127379,-2.641025641,130.60%,1.109324384,1.928201443,3.60E+10,0,0,0,1,0,1,0,0
601877.SH,正泰电器,25.47,浙江,电气设备,2010-01-21,1.68,1.34,1.31,1.33,1.82,1.53,1.26,0.82,0.64,0.58,0.43,0.41,0.22,1,1.443333333,1.203333333,10.0626,是,1,17.64665127,47.91861597,0.199445983,161.46%,2.647714359,2.53115497,51371609194,1,0,0,1,0,1,0,0
601878.SH,浙商证券,10.18,浙江,非银金融,2017-06-26,0.22,0.34,0.41,0.6,0.25,0.13,0.06,0,0,0,0,0,0,1,0.323333333,0.063333333,4.0993,是,1,31.48453608,31.66171496,4.105263158,0.00%,0,2.483350816,27900099265,0.00E+00,0,0,0,0,0,0,0
601880.SH,大 连 港,1.74,辽宁,交通运输,2010-12-06,0.04,0.04,0.04,0.11,0.12,0.15,0,0,0.22,0.2,0.25,0.2,0,1,0.04,0.05,1.4174,是,1,43.5,46.81614382,-0.2,113.55%,2.622896322,1.227599831,2.58E+10,0,0,0,1,1,1,1,0
601881.SH,中国银河,10,北京,非银金融,2017-01-23,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.103333333,6.5089,是,1,10000,31.60073543,-1,0.00%,0,1.53635791,1.04211E+11,1,0,0,0,0,0,0,0
601882.SH,海天精工,8.24,浙江,机械设备,2016-11-07,0.19,0.2,0.1322,0.1243,0.1736,0.0764,0.1973,0,0,0,0,0,0,1,0.174066667,0.091233333,2.3726,是,1,47.3381846,30.85477798,0.907928389,143.92%,24.44250264,3.472983225,3669660000,0.00E+00,0,0,0,0,0,0,0
601886.SH,江河集团,6.44,北京,建筑装饰,2011-08-18,0.53,0.4,0.3,0.27,0.24,0.26,0.85,0.7,0.69,0.67,0.48,0,0,1,0.41,0.603333333,6.6009,是,1,15.70731707,55.84899579,-0.320441989,114.97%,2.02940275,0.975624536,8713077500,0,0,0,1,1,1,1,1
601888.SH,中国国旅,92.68,北京,休闲服务,2009-10-15,1.585,1.2962,1.85,1.5425,1.51,1.407,1.143,0.78,0.47,0.44,0.34,0,0,1,1.577066667,1.11,8.3152,是,1,58.76733176,34.69948001,0.420780781,297.07%,-1.145237001,11.14585338,1.63617E+11,1,0,1,1,0,1,0,0
601890.SH,亚星锚链,5.48,江苏,国防军工,2010-12-28,-0.015,0.035,0.0562,0.1847,0.0639,-0.0448,0.1606,0.21,0.56,0.7,0.34,0.41,0,0,0.0254,0.1086,3.0284,-,0,215.7480315,0,-0.76611418,420.35%,-3.044871472,1.809536389,5238324000,0,0,1,1,0,1,0,0
601898.SH,中煤能源,3.81,北京,采掘,2008-02-01,0.26,0,0.15,-0.19,0.06,0.27,0.7,0.72,0.52,0.5,0.52,0.44,0.34,0,0.136666667,0.563333333,6.9496,是,1,27.87804878,30,-0.75739645,77.66%,0.60724547,0.548232992,64702277392,1,0,0,1,1,1,1,1
601899.SH,紫金矿业,4.01,福建,有色金属,2008-04-25,0.18,0.16,0.09,0.08,0.11,0.1,0.24,0.26,0.33,0.24,0.22,0.19,0.13,1,0.143333333,0.2,1.5401,是,1,27.97674419,56.25914125,-0.283333333,99.59%,0.722308913,2.603727031,9.03E+10,1,0,0,1,0,1,0,0
601900.SH,南方传媒,9.66,广东,传媒,2016-02-15,0.73,0.72,0.53,0.58,0.48,0.4,0.39,0.35,0,0,0,0,0,1,0.66,0.38,6.1109,是,1,14.63636364,30.07701922,0.736842105,118.26%,-1.395581754,1.580781882,7838919953,0,1,0,0,0,0,0,0
601901.SH,方正证券,7.24,湖南,非银金融,2011-08-10,0.08,0.18,0.31,0.49,0.26,0.18,0.0922,0.0504,0.2713,0.3012,0.1868,0,0,1,0.19,0.107533333,4.59,是,1,38.10526316,32.31868058,0.766893986,0.00%,0,1.577342048,55072758333,1.00E+00,0,0,1,0,1,0,0
601908.SH,京 运 通,3.27,北京,电气设备,2011-09-08,0.23,0.2,0.13,0.13,0.13,0.07,0.09,1.18,0.91,0.35,0.75,0,0,1,0.186666667,0.446666667,3.4561,是,1,17.51785714,30.89744129,-0.582089552,111.96%,1.314931063,0.946153178,5.70E+09,0,0,0,1,1,1,1,1
601918.SH,新集能源,2.63,安徽,采掘,2007-12-19,0.101,0.009,0.093,-0.989,-0.76,0.006,0.72,0.73,0.68,0.45,0.65,0.27,0.25,0,0.067666667,0.485333333,2.0479,是,1,38.86699507,9.912920588,-0.860576923,15.85%,0.089601393,1.284242395,8756031284,0,0,0,1,1,1,1,0
601919.SH,中远海控,3.57,天津,交通运输,2007-06-26,0.12,0.26,-0.97,0.03,0.04,0.02,-0.94,-1.02,0.66,-0.74,1.06,2.05,0.2,0,-0.196666667,-0.646666667,2.2402,-,0,10000,0,-0.695876289,90.69%,0.376180353,1.593607714,57987573244,1.00E+00,0,0,1,0,1,0,0
601928.SH,凤凰传媒,6.64,江苏,传媒,2011-11-30,0,0,0,0,0,0.37,0.36,0.36,0.33,0.32,0.23,0,0,0,0,0.363333333,5.239,是,1,10000,57.62491543,-1,185.38%,-1.928099316,1.267417446,18196035000,0,0,0,1,1,1,1,0
601929.SH,吉视传媒,2.06,吉林,传媒,2012-02-23,0.0979,0.1207,0.1177,0.1343,0.2792,0.2739,0.2838,0.3255,0.24,0.19,0.04,0,0,1,0.1121,0.2944,2.192,是,1,18.3764496,7.152596194,-0.619225543,69.59%,5.495212309,0.939781022,6284341729,0,0,0,1,1,1,1,1
601933.SH,永辉超市,9.99,福建,商业贸易,2010-12-15,0.15,0.19,0.14,0.16,0.26,0.46,0.65,0.61,0.46,0.39,0.32,0.2,0,1,0.16,0.573333333,2.0224,是,1,62.4375,71.11483658,-0.720930233,165.19%,-3.531568778,4.939675633,71108533462,1,0,0,1,0,1,0,0
601939.SH,建设银行,6.35,北京,银行,2007-09-25,1,0.96,0.92,0.91,0.91,0.86,0.77,0.68,0.56,0.46,0.4,0.3,0.21,1,0.96,0.77,7.65,是,1,6.614583333,30.04182129,0.246753247,0.00%,0,0.830065359,1.77508E+12,1,1,0,1,1,1,1,1
601949.SH,中国出版,5.32,北京,传媒,2017-08-21,0.33,0.336,0.4,0.44,0.34,0.55,0.21,0,0,0,0,0,0,1,0.355333333,0.253333333,3.3683,是,1,14.97185741,30.29972753,0.402631579,270.08%,-1.103533215,1.579431761,10424700000,0,1,1,0,0,0,0,0
601952.SH,苏垦农发,10.65,江苏,农林牧渔,2017-05-15,0.44,0.59,0.63,0.61,0.61,0.52,0.5,0,0,0,0,0,0,1,0.553333333,0.34,4.0596,是,1,19.24698795,45.52057027,0.62745098,454.08%,-10.61984063,2.623411174,9094800000,0,0,1,0,0,0,0,0
601958.SH,金钼股份,6.02,陕西,有色金属,2008-04-17,0.12,0.03,0.02,0.01,0.06,0.06,0.16,0.23,0.26,0.17,1.12,1.41,0,1,0.056666667,0.15,4.037,是,1,106.2352941,84.60731727,-0.622222222,498.34%,-18.5505183,1.491206341,23167019592,0,0,1,1,1,1,1,0
601965.SH,中国汽研,8.94,重庆,汽车,2012-06-11,0.41,0.38,0.35,0.32,0.65,0.66,0.46,0.45,0.31,0.17,0,0,0,1,0.38,0.523333333,4.6004,是,1,23.52631579,60.13572651,-0.27388535,380.12%,-3.072515721,1.943309277,6896547611,0,0,1,1,0,1,0,0
601966.SH,玲珑轮胎,22.07,山东,化工,2016-07-06,1.03,0.86,0.92,0.68,0.83,1.01,0.57,0.36,0,0,0,0,0,1,0.936666667,0.646666667,8.1142,是,1,23.56227758,29.91854018,0.448453608,87.68%,1.538407506,2.719923098,24624244209,0,0,0,0,0,0,0,0
601968.SH,宝钢包装,4.71,上海,轻工制造,2015-06-11,0.05,0.01,0.01,0.12,0.21,0.2,0.19,0.22,0.14,0,0,0,0,1,0.023333333,0.203333333,2.4589,是,1,201.8571429,51.72081337,-0.885245902,77.16%,0.704803781,1.915490667,4.50E+09,0,0,0,0,0,0,0,0
601969.SH,海南矿业,4.68,海南,采掘,2014-12-09,0,0,-0.15,0.01,0.25,0.6,0.46,0.74,0.62,0,0,0,0,0,-0.05,0.6,2.1182,-,0,10000,0,-1.083333333,188.92%,-6.437757398,2.209423095,10672772914,0,0,0,1,0,1,0,0
601985.SH,中国核电,4.34,北京,公用事业,2015-06-10,0.304,0.289,0.288,0.278,0.226,0.235,0.254,0.287,0,0,0,0,0,1,0.293666667,0.258666667,2.9829,是,1,14.77866061,39.43225017,0.135309278,85.91%,0.226354507,1.454959938,75647989800,1.00E+00,1,0,0,1,0,0,1
601988.SH,中国银行,3.46,北京,银行,2006-07-05,0.59,0.56,0.54,0.56,0.58,0.54,0.48,0.43,0.39,0.32,0.25,0.22,0.18,1,0.563333333,0.483333333,5.14,是,1,6.142011834,30.07860333,0.165517241,0.00%,0,0.673151751,1.06863E+12,1,1,0,1,1,1,1,1
601989.SH,中国重工,4.2,北京,国防军工,2009-12-16,0.03,0.05,0.038,-0.143,0.13,0.19,0.23,0.32,0.24,0.31,0.26,0,0,0,0.039333333,0.246666667,3.6904,是,1,106.779661,30.6082726,-0.840540541,159.74%,-2.355974653,1.138088012,1.20805E+11,1,0,0,1,1,1,1,0
601991.SH,大唐发电,2.15,北京,公用事业,2006-12-20,0.0718,0.1286,-0.1971,0.211,0.1351,0.265,0.3011,0.1481,0.2031,0.1256,0.07,0.29,0,0,0.0011,0.238066667,2.4384,是,1,1954.545455,149.8872245,-0.995379446,34.20%,0.23757529,0.881725722,44786239420,0,0,0,1,1,1,1,0
601992.SH,金隅集团,3.3,北京,建筑材料,2011-03-01,0.31,0.27,0.25,0.42,0.52,0.75,0.69,0.81,0.7,0.58,0.54,0.35,0,1,0.276666667,0.75,3.9993,是,1,11.92771084,18.0121622,-0.631111111,130.02%,0.434425353,0.8251444,34916311608,0,1,0,1,1,1,1,1
601996.SH,丰林集团,2.62,广西,轻工制造,2011-09-29,0.14,0.13,0.19,0.12,0.18,0.19,0.15,0.44,0.64,0.4,0.38,0.58,0,1,0.153333333,0.26,2.298,是,1,17.08695652,49.5846067,-0.41025641,574.07%,-4.841624813,1.140121845,3162233568,0,0,1,1,1,1,1,1
601997.SH,贵阳银行,7.92,贵州,银行,2016-08-16,2.23,1.97,1.86,1.79,1.35,1,0.9,0.67,0.54,0,0,0,0.22,1,2.02,0.856666667,12.98,是,1,3.920792079,17.89735613,1.357976654,0.00%,0,0.610169492,29638043959,0,1,0,0,1,0,0,1
601998.SH,中信银行,5.15,北京,银行,2007-04-27,0.88,0.84,0.85,0.88,0.87,0.84,0.66,0.71,0.55,0.37,0.34,0.23,0,1,0.856666667,0.736666667,8.92,是,1,6.011673152,25.28474828,0.162895928,0.00%,0,0.57735426,2.94E+11,1,1,0,1,1,1,1,1
601999.SH,出版传媒,6.12,辽宁,传媒,2007-12-21,0.32,0.29,0.22,0.15,0.14,0.13,0.12,0.12,0.24,0.23,0.21,0.25,0,1,0.276666667,0.123333333,3.9703,是,1,22.12048193,34.17418491,1.243243243,167.26%,-8.30369173,1.541445231,2.89E+09,0,0,0,1,0,1,0,0
603000.SH,人 民 网,23.27,北京,传媒,2012-04-27,0.19,0.08,0.1,0.25,0.6,0.99,0.83,0.67,0.48,0,0,0,0,1,0.123333333,0.83,2.7049,是,1,188.6756757,67.20228662,-0.851405622,382.30%,-5.126628068,8.602905838,20543739820,0.00E+00,0,1,1,0,1,0,0
603001.SH,奥康国际,7.6,浙江,纺织服装,2012-04-26,0.3423,0.5648,0.7611,0.9732,0.6441,0.6839,1.3725,1.4295,0.883,1.8789,0.4058,0,0,1,0.556066667,1.161966667,9.8851,是,1,13.66742597,85.23148534,-0.52144353,296.41%,-7.765374791,0.768833902,3508575000,0.00E+00,1,1,1,1,1,1,1
603002.SH,宏昌电子,4.61,广东,化工,2012-05-18,0.08,0.13,0.04,0.1,0.16,0.17,0.13,0.14,0.2,0.19,0,0,0,1,0.083333333,0.146666667,1.8068,是,1,55.32,50.37416728,-0.431818182,187.73%,60.43857378,2.551472216,2383917396,0,0,0,1,0,1,0,0
603003.SH,龙宇燃油,8.52,上海,有色金属,2012-08-17,0.1483,0.1338,0.1045,-0.7942,0.04,-0.26,0.35,0.54,0.53,0.44,0.35,0.4,0,0,0.128866667,0.21,9.568,-,0,66.11484739,0,-0.386349206,264.20%,-2.705001829,0.890468227,3382243104,0,0,1,1,1,1,1,0
603005.SH,晶方科技,106.27,江苏,电子,2014-02-10,0.31,0.42,0.23,0.5,0.88,0.81,0.73,0.61,0.5,0,0,0,0,1,0.32,0.716666667,8.0418,是,1,332.09375,23.04883246,-0.553488372,412.11%,-2.433288579,13.21470318,6.89E+09,0,0,1,1,0,1,0,0
603006.SH,联明股份,9.53,上海,汽车,2014-06-30,0.53,0.59,0.67,1.03,0.95,1,0.85,0.89,0.8381,0.5411,0.2332,0,0,1,0.596666667,0.913333333,5.3701,-,0,15.97206704,0,-0.346715328,143.11%,-8.483301188,1.774641068,1840082931,0,0,0,1,0,1,0,0
603007.SH,花王股份,6.21,江苏,建筑装饰,2016-08-26,0.3,0.51,0.65,0.68,0.56,0.58,0.58,0.45,0,0,0,0,0,1,0.486666667,0.536666667,3.1442,是,1,12.76027397,10.1224706,-0.093167702,89.35%,3.990183283,1.975065199,2150658444,0.00E+00,1,0,0,0,0,0,0
603008.SH,喜 临 门,11.58,浙江,轻工制造,2012-07-17,-1.13,0.73,0.61,0.61,0.3,0.38,0.57,0.56,0.53,0.59,0,0,0,0,0.07,0.503333333,5.788,-,0,165.4285714,0,-0.860927152,114.51%,2.510809983,2.000691085,6003965030,0,0,0,1,0,1,0,0
603009.SH,北特科技,6.22,上海,汽车,2014-07-18,0.16,0.22,0.46,0.43,0.48,0.51,0.59,0.5,0.46,0,0,0,0,1,0.28,0.533333333,4.8208,是,1,22.21428571,30.05076388,-0.475,164.14%,4.44945966,1.290242283,2563275372,0,0,0,1,1,1,1,0
603010.SH,万盛股份,13.99,浙江,化工,2014-10-10,0.43,0.36,0.59,0.85,0.52,0.78,0.72,0.67,0,0,0,0,0,1,0.46,0.723333333,4.4869,是,1,30.41304348,35.30970563,-0.3640553,125.35%,3.355187401,3.117965633,4081733883,0,0,0,1,0,1,0,0
603011.SH,合锻智能,5.05,安徽,机械设备,2014-11-07,0.11,0,0.13,0.15,0.2,0.28,0.35,0.43,0,0,0,0,0,0,0.08,0.353333333,3.8211,是,1,63.125,94.64387876,-0.773584906,252.14%,6.996255412,1.321608961,2174759011,0,0,1,1,1,1,1,0
603012.SH,创力集团,7.39,上海,机械设备,2015-03-20,0.33,0.23,0.15,0.42,0.96,1.04,1.05,0.89,0,0,0,0,0,1,0.236666667,0.993333333,4.2902,是,1,31.22535211,15.33974956,-0.761744966,257.42%,23.81363582,1.722530418,10974294400,0,0,1,1,0,1,0,0
603013.SH,亚普股份,14.51,江苏,汽车,2018-05-09,0.69,0.74,0.84,0.87,0,0.4918,0.4884,0.4564,0,0,0,0,0,0,0.756666667,0.478866667,5.9499,是,1,19.17621145,61.16495548,0.580119727,120.80%,1.643999395,2.438696449,7236900000,0,0,0,0,0,0,0,0
603015.SH,弘讯科技,5.98,浙江,电气设备,2015-03-03,0.14,0.2,0.13,0.35,0.63,0.63,0.5,0.47,0,0,0,0,0,1,0.156666667,0.533333333,2.9684,是,1,38.17021277,83.0738477,-0.70625,329.47%,-4.864037918,2.014553295,2405890080,0,0,1,1,0,1,0,0
603016.SH,新 宏 泰,25.86,江苏,电气设备,2016-07-01,0.41,0.3,0.51,0.59,0.61,0.63,0.57,0.56,0,0,0,0,0,1,0.406666667,0.586666667,5.5793,是,1,63.59016393,89.96497539,-0.306818182,675.78%,-2.21894889,4.634990053,1970528000,0,0,1,0,0,0,0,0
603017.SH,中衡设计,11.06,江苏,建筑装饰,2014-12-31,0.62,0.55,0.47,0.56,2.03,1.89,1.83,1.45,0,0,0,0,0,1,0.546666667,1.723333333,6.4241,是,1,20.23170732,48.64445089,-0.6827853,141.81%,-4.91973283,1.721641942,2740142691,0,0,0,1,0,1,0,0
603018.SH,中设集团,13.55,江苏,建筑装饰,2014-10-13,1.28,1.42,1.01,1.54,1.96,1.92,1.75,1.5,0,0,0,0,0,1,1.236666667,1.723333333,7.8883,是,1,10.95687332,30.09902279,-0.282398453,141.10%,-2.784304025,1.717733859,4713382296,0,1,0,1,0,1,0,1
603019.SH,中科曙光,40.83,天津,计算机,2014-11-06,0.67,0.48,0.36,0.59,0.49,0.43,0.67,0.55,0,0,0,0,0,1,0.503333333,0.55,5.6852,是,1,81.1192053,20.90760634,-0.084848485,132.20%,3.815005909,7.181805389,30583492993,0,0,0,1,0,1,0,0
603020.SH,爱普股份,10.02,上海,食品饮料,2015-03-25,0.3442,0.4505,0.5963,1.1896,1.2891,1.2595,0.9607,0.916,0,0,0,0,0,1,0.463666667,1.0454,6.209,是,1,21.61035226,31.95490761,-0.556469613,788.53%,-1.784970235,1.613786439,2460800000,0,0,1,1,0,1,0,0
603021.SH,山东华鹏,5.95,山东,轻工制造,2015-04-23,0.06,0.08,0.45,0.52,0.73,0.52,0.55,0.65,0,0,0,0,0,1,0.196666667,0.573333333,4.1992,是,1,30.25423729,32.40347381,-0.656976744,55.77%,1.342436652,1.416936559,2959519648,0,0,0,1,1,1,1,0
603022.SH,新 通 联,19.45,上海,轻工制造,2015-05-18,0.16,0.13,0.15,0.45,0.873,0.863,0.85,0.784,0,0,0,0,0,1,0.146666667,0.832333333,3.0866,是,1,132.6136364,30.01903892,-0.823788546,267.80%,34.06508269,6.301431996,2792000000,0,0,1,0,0,0,0,0
603023.SH,威帝股份,5.72,黑龙江,汽车,2015-05-27,0.18,0.19,0.25,0.72,1.41,1.18,1.02,1.14,0.78,0.43,0,0,0,1,0.206666667,1.113333333,1.6431,是,1,27.67741935,55.24760955,-0.814371257,918.02%,-7.466250994,3.481224515,1849136433,0,0,1,0,0,0,0,0
603025.SH,大豪科技,7.73,北京,电气设备,2015-04-22,0.4,0.88,0.53,0.43,0.55,0.74,0.47,0.8,0,0,0,0,0,1,0.603333333,0.67,1.9729,是,1,12.8121547,74.83451842,-0.099502488,849.38%,-7.153525478,3.918090121,8103827471,0,1,1,1,0,1,0,0
603026.SH,石大胜华,25.95,山东,化工,2015-05-29,1.01,0.92,0.84,0.24,0.28,0.65,0.79,0.77,0.64,0,0,0,0,1,0.923333333,0.736666667,7.9734,是,1,28.10469314,59.20735203,0.253393665,131.85%,3.404706749,3.25457145,7185006000,0,0,0,0,0,0,0,0
603027.SH,千禾味业,33.52,四川,食品饮料,2016-03-07,0.7362,0.4521,0.667,0.5544,0.4414,0.5872,0.5158,0,0,0,0,0,0,1,0.618433333,0.367666667,3.7898,是,1,54.20147685,30.031645,0.682048957,527.45%,-12.31236173,8.844793921,9863137516,0,0,1,0,0,0,0,0
603028.SH,赛 福 天,11.58,江苏,机械设备,2016-03-31,0.08,0.11,0.15,0.28,0.27,0.29,0.28,0.26,0,0,0,0,0,1,0.113333333,0.276666667,3.1663,是,1,102.1764706,30.02961373,-0.590361446,191.87%,15.84306314,3.657265578,2309568000,0,0,0,0,0,0,0,0
603029.SH,天鹅股份,13.75,山东,机械设备,2016-04-27,0.16,0.12,0.33,0.57,0.69,0.7,0.69,0.74,0,0,0,0,0,1,0.203333333,0.71,7.7281,是,1,67.62295082,61.81722055,-0.713615023,355.81%,-4.147214475,1.779221283,1241422000,0,0,1,0,0,0,0,0
603030.SH,全筑股份,5.2,上海,建筑装饰,2015-03-20,0.49,0.31,0.61,0.55,0.6251,0.558,0.5142,0.254,0,0,0,0,0,1,0.47,0.442066667,3.3847,是,1,11.06382979,4.04324158,0.063188056,129.52%,2.309698289,1.536325228,3853611044,0,1,0,1,0,1,0,1
603031.SH,安 德 利,36,安徽,商业贸易,2016-08-22,0.05,0.48,0.68,0.76,0.6,0.89,0.79,0,0,0,0,0,0,1,0.403333333,0.56,5.3882,-,0,89.25619835,0,-0.279761905,65.34%,1.190912851,6.681266471,2057440000,0,0,0,0,0,0,0,0
