Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5
002116.SZ,中国海诚,7.09,上海,建筑装饰,2007-02-15,0.51,0.48,0.32,0.54,0.63,0.77,0.58,0.795,0.569,0.542,0.497,0.42,0,1,0.436666667,0.715,3.4306,是,1,16.23664122,49.20255594,-0.389277389,138.02%,-1.023375439,2.066693873,3065396405,0,0,0,1,0,1,0,0
002117.SZ,东港股份,11.21,山东,轻工制造,2007-03-02,0.7058,0.638,0.6,0.59,0.46,0.43,0.41,0.7,0.7,0.67,0.54,0.53,0,1,0.647933333,0.513333333,4.4715,是,1,17.30116267,99.17307527,0.262207792,199.89%,-2.550939049,2.506988706,6138747236,0,0,0,1,0,1,0,0
002118.SZ,紫鑫药业,4.48,吉林,医药生物,2007-03-02,0.14,0.29,0.13,0.08,0.09,0.1,0.17,0.42,0.84,0.5,0.44,0.74,0,1,0.186666667,0.23,3.3633,-,0,24,0,-0.188405797,191.55%,1.168128804,1.332025094,7095409436,0,0,0,1,1,1,1,0
002119.SZ,康强电子,12.55,浙江,电子,2007-03-02,0.28,0.31,0.21,-0.28,0.01,0.08,0.04,0.06,0.35,0.24,0.03,0.58,0,0,0.266666667,0.06,2.7965,是,1,47.0625,8.99464683,3.444444444,109.84%,1.075367849,4.487752548,4206933640,0,0,0,1,0,1,0,0
002120.SZ,韵达股份,29.93,浙江,交通运输,2007-03-06,1.6,1.31,1.32,0.33,0.56,0.23,0.48,0.14,0.21,0.21,0.27,0.38,0,1,1.41,0.283333333,6.6912,是,1,21.22695035,30.21785908,3.976470588,116.06%,-2.440531927,4.473039216,64718147625,1,0,0,1,0,1,0,0
002121.SZ,科陆电子,3.1,广东,电气设备,2007-03-06,-0.8663,0.339,0.2282,0.4354,0.3167,0.2166,0.2138,0.1891,0.54,0.33,0.46,0.64,0,0,-0.0997,0.2065,2.4818,-,0,10000,0,-1.482808717,103.65%,0.720571887,1.2490934,5731981028,0,0,0,1,1,1,1,0
002122.SZ,*ST 天马,1.46,浙江,机械设备,2007-03-28,-0.53,0.11,-0.21,0.04,0.03,0.03,0.18,0.35,0.55,0.94,1.9,2.02,0,0,-0.21,0.186666667,2.7028,-,0,10000,0,-2.125,233.45%,-7.162234598,0.540180554,2269080000,0,0,1,1,1,1,1,0
002123.SZ,梦网集团,15.92,辽宁,传媒,2007-03-28,0.1,0.28,0.3,0.16,-0.51,0.15,0.23,0.56,0.8,0.87,1.02,1.39,0,0,0.226666667,0.313333333,5.6124,-,0,70.23529412,0,-0.276595745,171.39%,11.70988399,2.836576153,17802790273,0,0,0,1,0,1,0,0
002124.SZ,天邦股份,12.32,浙江,农林牧渔,2007-04-03,-0.49,0.34,0.59,0.51,0.16,0.3,0.22,0.15,0.19,0.39,0.65,0.35,0,0,0.146666667,0.223333333,2.0528,-,0,84,0,-0.343283582,122.35%,45.68864392,6.001558846,14866432216,0,0,0,1,0,1,0,0
002125.SZ,湘潭电化,8.5,湖南,化工,2007-04-03,0.2,0.14,0.06,0.07,-0.44,0.041,-0.3539,0.3615,0.3417,0.0428,-0.5845,0.0253,0,0,0.133333333,0.0162,3.3321,是,1,63.75,29.31432041,7.230452675,70.20%,1.29805631,2.550943849,2527027090,0,0,0,1,0,1,0,0
002126.SZ,银轮股份,9.45,浙江,汽车,2007-04-18,0.44,0.41,0.36,0.57,0.46,0.3,0.13,0.78,1.31,0.54,0.44,0.4,0,1,0.403333333,0.403333333,4.5009,是,1,23.42975207,11.38266158,0,132.06%,3.009399543,2.099580084,5417930511,0,0,0,1,0,1,0,0
002127.SZ,南极电商,15.12,江苏,商业贸易,2007-04-18,0.36,0.34,0.2,0.59,0.02,-1.17,-0.4,0.16,0.42,0.32,0.18,0.53,0,0,0.3,-0.47,1.5229,-,0,50.4,0,-1.638297872,385.62%,-1.28441297,9.928426029,27224512769,0,0,1,1,0,1,0,0
002128.SZ,露天煤业,8.03,内蒙古,采掘,2007-04-18,1.24,1.07,0.51,0.33,0.38,0.69,1.19,1.21,1.1,0.88,0.85,0.74,0,1,0.94,1.03,7.5222,-,0,8.542553191,0,-8.74E-02,160.88%,14.11817731,1.067506846,15718471173,0,1,0,1,1,1,1,1
002129.SZ,中环股份,17.68,天津,电气设备,2007-04-20,0.2339,0.2211,0.152,0.0869,0.1436,0.0815,-0.1293,0.2521,0.202,-0.1895,0.3026,0.31,0,1,0.202333333,0.0681,4.5092,是,1,87.38056013,13.21530934,1.971120901,110.37%,1.432948908,3.920872882,28157931942,0,0,0,1,0,1,0,0
002130.SZ,沃尔核材,4.79,广东,有色金属,2007-04-20,0.02,0.1329,0.1854,1,0.24,0.15,0.21,0.3,0.31,0.33,0.24,0.98,0,1,0.112766667,0.22,2.0473,-,0,42.47709134,0,-4.87E-01,86.91%,1.123911707,2.339666878,5564705134,0,0,0,1,0,1,0,0
002131.SZ,利欧股份,4.04,浙江,传媒,2007-04-27,-0.33,0.12,0.37,0.19,0.48,0.18,0.15,0.39,0.37,0.65,0.47,0.69,0,0,0.053333333,0.24,1.138,-,0,75.75,0,-0.777777778,123.56%,2.567761069,3.550087873,14565997456,0,0,0,1,0,1,0,0
002132.SZ,恒星科技,2.68,河南,机械设备,2007-04-27,-0.11,0.045,0.09,0.06,0.08,0.06,0.04,0.13,0.35,0.39,0.32,0.55,0,0,0.008333333,0.076666667,2.2419,-,0,321.6,0,-0.891304348,118.50%,1.584520542,1.195414604,3643845369,0,0,0,1,1,1,1,0
002133.SZ,广宇集团,3.15,浙江,房地产,2007-04-27,0.43,0.25,0.2,-0.08,0.21,0.37,0.42,0.58,0.44,0.33,0.24,0.67,0,0,0.293333333,0.456666667,4.1703,是,1,10.73863636,18.42875562,-0.357664234,204.81%,6.675013401,0.755341342,2415329826,0,1,1,1,1,1,1,1
002134.SZ,天津普林,8.65,天津,电子,2007-05-16,-0.24,0.06,-0.4,-0.2,0.04,-0.2,-0.36,0.01,-0.08,0.01,0.07,0.3371,0,0,-0.193333333,-0.183333333,1.5396,-,0,10000,0,0.054545455,168.84%,-29.41610384,5.618342427,2281485847,0,0,0,1,0,1,0,0
002135.SZ,东南网架,9.53,浙江,建筑装饰,2007-05-30,0.17,0.12,0.06,0.05,0.09,0.08,0.11,0.3,0.36,0.21,0.14,0.29,0,1,0.116666667,0.163333333,3.8995,是,1,81.68571429,10.30049892,-0.285714286,131.19%,3.298715881,2.443903064,5378891440,0,0,0,1,0,1,0,0
002136.SZ,安 纳 达,9.05,安徽,化工,2007-05-30,0.2144,0.7616,0.1977,-0.6213,0.0151,-0.21,0.09,0.27,0.34,0.15,-0.67,0.18,0.36,0,0.391233333,0.05,3.2177,是,1,23.1319758,46.64308906,6.824666667,128.32%,25.4372456,2.812567983,1578246800,0,0,0,1,0,1,0,0
002137.SZ,麦达数字,7.04,广东,传媒,2007-06-13,-0.6418,0.1304,0.2625,0.0391,0.031,-0.4325,0.1031,0.1164,0.1009,0.0235,0.1688,0.5289,0.5788,0,-0.082966667,-0.071,2.3142,-,0,10000,0,0.168544601,318.33%,-4.565223101,3.042087979,3684480969,0,0,1,1,0,1,0,0
002138.SZ,顺络电子,23.14,广东,电子,2007-06-13,0.59,0.44,0.48,0.36,0.6,0.47,0.39,0.39,0.5,0.5,0.45,0.68,0.64,1,0.503333333,0.416666667,5.2932,是,1,45.97350993,33.59762262,0.208,268.75%,-12.80210169,4.371646641,18964607686,0,0,1,1,0,1,0,0
002139.SZ,拓邦股份,5.67,广东,电子,2007-06-29,0.22,0.31,0.33,0.33,0.29,0.18,0.15,0.41,0.43,0.32,0.37,0.51,0,1,0.286666667,0.246666667,2.0945,是,1,19.77906977,45.6313828,0.162162162,168.96%,-9.880119745,2.707089998,5054599545,0,0,0,1,0,1,0,0
002140.SZ,东华科技,6.97,安徽,建筑装饰,2007-07-12,0.33,-0.14,0.18,0.4,0.59,0.53,0.75,0.62,0.71,0.93,0.84,1.21,0,0,0.123333333,0.633333333,4.7172,是,1,56.51351351,30.08261606,-0.805263158,136.21%,-1.52130593,1.477571441,3457659702,0,0,0,1,1,1,1,0
002141.SZ,贤丰控股,2.99,广东,电子,2007-07-20,0.0062,0.0081,0.0103,0.0379,0.0123,0.0466,0.0182,0.0171,0.1375,0.0281,0.0167,0.3531,0.55,1,0.0082,0.0273,1.1815,-,0,364.6341463,0,-0.6996337,315.93%,-18.99030514,2.530681337,4311694772,0,0,1,1,0,1,0,0
002142.SZ,宁波银行,26.23,浙江,银行,2007-07-19,2.04,1.79,1.95,1.68,1.89,1.68,1.41,1.13,0.91,0.58,0.53,0.43,0.33,1,1.926666667,1.406666667,12.68,是,1,13.61418685,19.20723101,0.369668246,0.00%,0,2.068611987,1.49601E+11,1,1,0,1,0,1,0,0
002143.SZ,印纪传媒,0,四川,传媒,2007-07-20,-1.02,0.4343,0.6608,0.52,0.48,-0.116,0.0495,0.3993,-0.1389,0.0443,0.0403,0.4988,0.4833,0,0.025033333,0.110933333,0.6771,-,0,0,0,-0.774338942,369.22%,-14.39262797,0,442458546,0,1,1,1,1,1,1,1
002144.SZ,宏达高科,8.99,浙江,纺织服装,2007-08-03,0.51,0.55,0.57,0.71,0.66,0.48,0.76,0.46,0.32,0.1,0.06,0.23,0.28,1,0.543333333,0.566666667,9.4197,是,1,16.54601227,19.45686137,-0.041176471,203.68%,-30.0263407,0.954382836,1.70E+09,0,0,1,1,1,1,1,1
002145.SZ,中核钛白,4.57,甘肃,化工,2007-08-03,0.2548,0.24,0.05,-0.27,0.07,0.04,0.01,-1.04,0.06,-0.79,-1.41,0.11,0.32,0,0.1816,-0.33,2.0185,是,1,25.16519824,7.863253124,-1.55030303,97.99%,1.675578211,2.264057468,6683231419,0,0,0,1,0,1,0,0
002146.SZ,荣盛发展,8.07,河北,房地产,2007-08-08,1.74,1.32,0.95,0.64,1.7,1.54,1.13,0.82,0.71,0.73,0.46,0.8,0.52,1,1.336666667,1.163333333,7.7238,是,1,6.037406484,25.86617014,0.148997135,146.89%,0.705118076,1.044822497,37524654034,0.00E+00,1,0,1,1,1,1,1
002147.SZ,新光圆成,1.48,安徽,房地产,2007-08-08,-0.12,0.74,1.22,0.013,0.008,-0.13,0.02,0.37,0.35,0.17,0.486,0.822,0.583,0,0.613333333,0.086666667,4.2774,-,0,2.413043478,0,6.076923077,165.53%,2.020858638,0.346004582,3674433594,0,1,0,1,1,1,1,1
002148.SZ,北纬科技,4.81,北京,传媒,2007-08-10,0.07,0.23,0.31,-0.07,0.06,0.5,0.4,0.1,0.64,0.47,0.46,0.76,0.83,0,0.203333333,0.333333333,2.0322,是,1,23.6557377,33.32588563,-0.39,554.25%,-4.920835601,2.366893022,2845841847,0,0,1,1,0,1,0,0
002149.SZ,西部材料,6.7,陕西,有色金属,2007-08-10,0.1418,0.1271,0.1114,-0.76,0.03,0.12,0.13,-0.13,0.23,0.1799,0.32,0.38,0.38,0,0.126766667,0.04,4.2276,是,1,52.85301078,70.53030482,2.169166667,167.07%,1.943740865,1.584823541,2986408203,0,0,0,1,0,1,0,0
002150.SZ,通润装备,6.03,江苏,机械设备,2007-08-10,0.44,0.26,0.39,0.27,0.23,0.19,0.18,0.18,0.34,0.43,0.43,0.92,0.81,1,0.363333333,0.183333333,4.3549,是,1,16.59633028,33.94943582,0.981818182,385.62%,-2.405894159,1.384647179,2017886520,0,0,1,1,1,1,1,0
002151.SZ,北斗星通,31,北京,国防军工,2007-08-13,0.21,0.2,0.11,0.19,0.13,0.24,0.25,0.25,0.44,0.56,0.5,0.85,0.79,1,0.173333333,0.246666667,7.8637,是,1,178.8461538,32.19618673,-0.297297297,179.83%,-2.622267002,3.94216463,10161045060,0,0,0,1,0,1,0,0
002152.SZ,广电运通,13.41,广东,计算机,2007-08-13,0.28,0.37,0.54,1,0.9,0.94,0.93,1.14,1.39,1.13,1.16,1.95,0.85,1,0.396666667,1.003333333,3.5765,是,1,33.80672269,43.12704001,-0.604651163,290.26%,-2.252263291,3.749475744,18886512576,0,0,1,1,0,1,0,0
002153.SZ,石基信息,31.35,北京,计算机,2007-08-13,0.43,0.39,0.36,1.17,1.24,1.16,0.95,0.85,0.95,0.59,1.38,2.17,1.35,1,0.393333333,0.986666667,7.7882,是,1,79.70338983,23.01928219,-0.601351351,358.56%,-2.420680367,4.025320356,38584227936,0,0,1,1,0,1,0,0
002154.SZ,报 喜 鸟,2.87,浙江,纺织服装,2007-08-16,0.04,0.02,-0.33,0.09,0.23,0.27,0.8,0.61,0.81,0.73,0.64,1.04,0.59,0,-0.09,0.56,2.169,是,1,10000,234.8901135,-1.160714286,102.49%,12.51512615,1.32319041,3701540097,0,0,0,1,1,1,1,0
002155.SZ,湖南黄金,7.8,湖南,有色金属,2007-08-16,0.22,0.25,0.12,0.03,0.13,0.21,0.7,0.99,0.4,0.1838,0.1282,0.4325,0.4041,1,0.196666667,0.633333333,4.0201,是,1,39.66101695,17.78089756,-0.689473684,124.25%,2.851565349,1.940250243,8618623029,0,0,0,1,0,1,0,0
002156.SZ,通富微电,24.53,江苏,电子,2007-08-16,0.11,0.13,0.19,0.21,0.19,0.09,0.06,0.08,0.4,0.17,0.17,0.34,0.45,1,0.143333333,0.076666667,5.3171,是,1,171.1395349,34.53673043,0.869565217,118.96%,4.405557204,4.613417088,14917400116,0,0,0,1,0,1,0,0
002157.SZ,正邦科技,18.43,江西,农林牧渔,2007-08-17,0.08,0.23,0.52,0.52,0.08,-0.07,0.19,0.28,0.22,0.24,0.15,0.51,0.51,0,0.276666667,0.133333333,2.7407,是,1,66.61445783,49.04964281,1.075,80.33%,1.086671983,6.724559419,35746158569,0,0,0,1,0,1,0,0
002158.SZ,汉钟精机,13.69,上海,机械设备,2007-08-17,0.3821,0.4279,0.3138,0.5561,0.6948,0.622,0.4891,0.6604,0.7557,0.473,0.4025,0.429,0.436,1,0.3746,0.5905,3.4557,是,1,36.54564869,39.62340734,-0.365622354,233.73%,67.31516633,3.961570738,4419337739,0,0,1,1,0,1,0,0
002159.SZ,三特索道,10.62,湖北,休闲服务,2007-08-17,0.97,0.04,-0.39,0.31,-0.3,0.26,0.46,0.33,0.25,0.19,0.09,0.36,0.3,0,0.206666667,0.35,6.9283,-,0,51.38709677,0,-0.40952381,37.49%,0.499641788,1.532843555,1666773325,0,0,0,1,0,1,0,0
002160.SZ,常铝股份,4.64,江苏,有色金属,2007-08-21,-0.594,0.236,0.226,0.2,0.06,-0.174,-0.204,0.018,0.264,0.031,0.034,0.28,0,0,-0.044,-0.12,3.8397,-,0,10000,0,-0.633333333,108.65%,1.083756186,1.208427742,2243541172,0,0,0,1,1,1,1,0
002161.SZ,远 望 谷,8.28,广东,电子,2007-08-21,-0.242,0.0021,0.05,0.02,0.062,0.053,0.165,0.32,0.38,0.22,0.43,1.02,0.69,0,-0.0633,0.179333333,1.8982,-,0,10000,0,-1.352973978,163.03%,19.19853016,4.362027184,6672611748,0,0,0,1,0,1,0,0
002162.SZ,悦心健康,3.13,上海,建筑材料,2007-08-23,0.0285,0.0236,0.02,0.022,0.033,0.0517,-0.495,-0.4343,0.0802,0.0657,0.08,0.18,0.24,1,0.024033333,-0.292533333,1.0908,-,0,130.2357836,0,-1.08215588,69.17%,1.438650497,2.869453612,2843070750,0,0,0,1,0,1,0,0
002163.SZ,中航三鑫,7.02,广东,建筑材料,2007-08-23,0.04,-0.01,0.01,-0.29,0.02,-0.64,-0.16,0.07,0.17,0.18,0.21,0.39,0.39,0,0.013333333,-0.243333333,0.847,-,0,526.5,0,-1.054794521,61.56%,0.154631909,8.288075561,3583833000,0,0,0,1,0,1,0,0
002164.SZ,宁波东力,3.33,浙江,机械设备,2007-08-23,-4,0.29,0.03,0.03,0.05,-0.01,-0.12,0.06,0.43,0.46,0.46,0.56,0.49,0,-1.226666667,-0.023333333,0.8241,-,0,10000,0,51.57142857,109.77%,0.266823378,4.040771751,2531637161,0,0,0,1,0,1,0,0
002165.SZ,红 宝 丽,4.85,江苏,化工,2007-09-13,0.05,0.07,0.22,0.19,0.17,0.07,0.15,0.3,0.36,0.63,0.6,0.9,0.69,1,0.113333333,0.173333333,2.4919,是,1,42.79411765,82.81859409,-0.346153846,118.56%,1.718668027,1.946306032,2444355927,0,0,0,1,0,1,0,0
002166.SZ,莱茵生物,7.95,广西,医药生物,2007-09-13,0.19,0.47,0.16,0.17,0.32,0.27,-0.51,0.02,-0.19,0.11,0.06,0.4,0.46,1,0.273333333,-0.073333333,2.5468,是,1,29.08536585,34.60598116,-4.727272727,119.74%,6.219264593,3.121564316,3916938148,0,0,0,1,0,1,0,0
002167.SZ,东方锆业,5.67,广东,有色金属,2007-09-13,0.02,-0.06,0.04,-0.45,0.01,-0.17,0.02,0.48,0.25,0.37,0.51,0.51,0.51,0,0,0.11,1.6793,-,0,10000,0,-1,77.71%,0.405363412,3.376406836,4011311160,0,0,0,1,0,1,0,0
002168.SZ,深圳惠程,7.36,广东,传媒,2007-09-19,0.43,-0.14,0.09,0.17,-0.12,0.05,0.0848,0.1119,0.2339,0.3688,0.46,0.95,1.1224,0,0.126666667,0.082233333,2.3877,-,0,58.10526316,0,0.540332388,72.77%,0.231324544,3.082464296,6455533022,0,0,0,1,0,1,0,0
002169.SZ,智光电气,8.24,广东,电气设备,2007-09-19,0.1002,0.1589,0.3319,0.3534,0.1567,0.0756,-0.1859,0.0997,0.2454,0.242,0.3282,0.5246,0.498,1,0.197,-0.003533333,3.5627,是,1,41.82741117,58.52545157,-56.75471698,232.38%,26.8481014,2.312852612,5262450520,0,0,1,1,0,1,0,0
002170.SZ,芭田股份,4.17,广东,化工,2007-09-19,0.0104,-0.1132,0.1019,0.1838,0.2186,0.1604,0.2073,0.16,0.343,0.039,0.38,0.81,0.54,0,-0.0003,0.1759,2.1179,-,0,10000,0,-1.001705514,77.96%,0.705812083,1.968931489,2740405517,0,0,0,1,0,1,0,0
002171.SZ,楚江新材,8.4,安徽,有色金属,2007-09-21,0.386,0.337,0.421,0.18,0.13,0.04,-0.17,0.07,0.51,0.25,-0.26,0.56,0,1,0.381333333,-0.02,3.735,-,0,22.02797203,0,-20.06666667,276.63%,28.68108938,2.248995984,8162047089,0,0,1,1,0,1,0,0
002172.SZ,澳洋科技,2.85,江苏,化工,2007-09-21,0.01,0.16,0.37,0.1955,-0.19,0.04,0.06,-1.25,0.19,0.46,-0.8,1.54,0.66,0,0.18,-0.383333333,2.4065,-,0,15.83333333,0,-1.469565217,71.36%,0.907956974,1.184292541,2818627344,0,0,0,1,1,1,1,1
002173.SZ,创新医疗,5.42,浙江,医药生物,2007-09-25,0.07,0.31,0.26,-0.32,-0.05,0.12,0.19,0.15,0.29,0.12,0.56,0.65,0.52,0,0.213333333,0.153333333,7.9494,-,0,25.40625,0,0.391304348,267.49%,-9.813649906,0.681812464,2447127244,0,0,1,1,1,1,1,1
002174.SZ,游族网络,19.71,福建,传媒,2007-09-25,1.15,0.76,0.68,1.86,1.67,-0.247,0.059,0.023,0.127,0.119,0.11,0.34,0.28,0,0.863333333,-0.055,5.0757,-,0,22.83011583,0,-16.6969697,146.53%,21.60872076,3.883208227,13886752855,0,0,0,1,0,1,0,0
002175.SZ,东方网络,1.95,广西,传媒,2007-10-12,-0.6415,-0.3608,0.0828,0.2315,0.1633,0.1042,0.1021,0.0927,0.06,0.05,0.1,0.47,0.52,0,-0.3065,0.099666667,0.7483,-,0,10000,0,-4.075250836,102.00%,1.235154375,2.605906722,1213582921,0,0,0,1,0,1,0,0
002176.SZ,江特电机,1.53,江西,电气设备,2007-10-12,-1.13,0.19,0.14,0.03,0.08,0.13,0.11,0.28,0.3,0.08,0.227,0.572,0.526,0,-0.266666667,0.173333333,2.111,-,0,10000,0,-2.538461538,108.59%,0.579183488,0.724774988,5477305115,0,0,0,1,1,1,1,0
002177.SZ,御银股份,4.5,广东,计算机,2007-11-01,-0.1246,0.0181,0.03,0.09,0.17,0.16,0.21,0.52,0.35,0.39,0.41,1.02,0.66,0,-0.0255,0.296666667,2.0814,-,0,10000,0,-1.085955056,267.90%,-42.7901776,2.162006342,4049537684,0,0,1,1,0,1,0,0
002178.SZ,延华智能,4.75,上海,建筑装饰,2007-11-01,-0.4,0.03,0.06,0.15,0.16,0.26,0.13,-0.07,0.17,0.2,0.16,0.39,0.4,0,-0.103333333,0.106666667,1.1818,-,0,10000,0,-1.96875,167.53%,-2.41958873,4.019292605,2478292443,0,0,0,1,0,1,0,0
002179.SZ,中航光电,36.7,河南,国防军工,2007-11-01,1.2161,1.0454,1.22,0.94,0.73,0.55,0.5,0.49,0.4,0.44,0.63,1.04,0.95,1,1.1605,0.513333333,7.3093,是,1,31.62429987,10.77669542,1.260714286,182.84%,5.928570745,5.021000643,41222652798,0,0,0,1,0,1,0,0
002180.SZ,纳 思 达,31.89,广东,计算机,2007-11-13,0.8933,0.9339,0.0612,0.52,0.59,0.03,0.11,0.22,0.33,0.27,0.33,0.92,0.89,1,0.629466667,0.12,4.812,是,1,50.66193603,8.948461177,4.245555556,87.51%,-1.827448687,6.627182045,30094597041,0,0,0,1,0,1,0,0
002181.SZ,粤 传 媒,4.63,广东,传媒,2007-11-16,0.047,0.0625,0.1632,-0.3836,0.3253,0.4451,0.3984,0.0313,0.0476,-0.2666,0.0028,0.3472,0.35,0,0.0909,0.2916,3.4155,是,1,50.93509351,25.54551452,-0.688271605,691.23%,-11.43591872,1.355584834,5433752254,0,0,1,1,1,1,1,0
002182.SZ,云海金属,9.08,江苏,有色金属,2007-11-13,0.5097,0.2395,0.5385,0.1046,0.096,0.088,0.0689,0.013,0.15,0.03,0.22,0.4,0.57,1,0.429233333,0.056633333,2.8259,是,1,21.1539955,19.61813871,6.579164214,91.54%,0.902685363,3.213135638,5294200586,0,0,0,1,0,1,0,0
002183.SZ,怡 亚 通,4.98,广东,交通运输,2007-11-13,0.09,0.28,0.25,0.48,0.32,0.21,0.15,0.16,0.24,0.21,0.61,0.87,1.48,1,0.206666667,0.173333333,2.785,是,1,24.09677419,21.21752154,0.192307692,106.85%,0.159865974,1.788150808,8660607102,0,0,0,1,0,1,0,0
002184.SZ,海得控制,12.38,上海,电气设备,2007-11-16,-0.667,0.0596,0.058,0.3539,0.252,0.1406,0.01,0.0931,0.1367,0.188,0.2469,0.6168,0.5892,0,-0.183133333,0.081233333,3.8239,-,0,10000,0,-3.254411161,181.58%,3.013189241,3.237532362,2359299082,0,0,0,1,0,1,0,0
002185.SZ,华天科技,13.46,甘肃,电子,2007-11-20,0.1829,0.2324,0.3669,0.4504,0.4483,0.3065,0.1863,0.2085,0.2997,0.2687,0.2626,0.6052,0,1,0.260733333,0.233766667,2.6721,是,1,51.62362567,10.93365883,0.115357194,132.43%,27.94450526,5.03723663,16467422682,0,0,0,1,0,1,0,0
002186.SZ,全 聚 德,9.15,北京,休闲服务,2007-11-20,0,0,0,0,0,0,1.0741,0.9125,0.7084,0.5962,0.5344,0.5925,0.5368,0,0,0.6622,4.8715,是,1,10000,76.01566551,-1,267.61%,-1.26210666,1.87827158,3066131713,0,0,1,1,0,1,0,0
002187.SZ,广百股份,6.86,广东,商业贸易,2007-11-22,0.59,0.51,0.46,0.73,0.7,0.65,0.56,0.77,1.03,0.98,0.89,0.89,0.61,1,0.52,0.66,8.016,是,1,13.19230769,51.08500503,-0.212121212,139.98%,-1.549464557,0.855788423,2770198575,0,1,0,1,1,1,1,1
002188.SZ,*ST巴士,3.91,浙江,传媒,2007-11-22,-2.17,-6.83,0.31,0.06,-0.13,0.05,-0.06,0.01,0.03,0.14,0.17,0.39,0.47,0,-2.896666667,0,-2.1312,-,0,10000,0,-999,184.58%,-0.030412258,-1.834647147,812975691,0,0,0,1,1,1,1,1
002189.SZ,利达光电,16.25,河南,电子,2007-12-03,0.68,0.11,0.09,0.08,0.07,0.05,0.05,0.03,0.08,0.01,0.14,0.21,0.24,1,0.293333333,0.043333333,3.8852,是,1,55.39772727,10.12228071,5.769230769,216.22%,-5.242857535,4.182538865,4998183419,0,0,1,1,0,1,0,0
002190.SZ,成飞集成,19.39,四川,国防军工,2007-12-03,-0.5723,-0.3138,0.4,0.26,0.12,0.13,0.16,0.25,0.24,0.32,0.32,0.42,0.44,0,-0.162033333,0.18,5.0106,-,0,10000,0,-1.900185185,139.35%,1.314803222,3.869796032,7163824980,0,0,0,1,0,1,0,0
002191.SZ,劲嘉股份,9.02,广东,轻工制造,2007-12-05,0.49,0.43,0.43,0.55,0.89,0.74,0.67,0.61,0.47,0.51,0.52,0.81,0.81,1,0.45,0.673333333,4.3435,是,1,20.04444444,60.58958009,-0.331683168,252.60%,-5.085395716,2.076666283,16318656813,0,0,1,1,0,1,0,0
002192.SZ,融捷股份,14.81,广东,机械设备,2007-12-05,-0.0271,0.1393,0.02,0.06,-0.58,-0.39,0.03,0.03,0.17,0.17,0.25,0.6,0.41,0,0.044066667,-0.11,2.9371,-,0,336.0816944,-576.0855266,-1.400606061,163.29%,-9.950505788,5.042388751,4759479871,0,0,0,1,0,1,0,0
002193.SZ,如意集团,8.34,山东,纺织服装,2007-12-07,0.38,0.27,0.13,0.11,-0.01,0.01,0.01,0.07,0.28,0.31,0.29,0.71,0,0,0.26,0.03,9.956,是,1,32.07692308,13.21637479,7.666666667,175.14%,9.085936059,0.837685818,2007358269,0,0,0,1,1,1,1,0
002194.SZ,*ST凡谷,27.24,湖北,通信,2007-12-07,0.33,-0.91,-0.3,0.13,0.25,0.09,0.07,0.29,0.3839,0.6134,0.7696,1.3925,0.98,0,-0.293333333,0.15,2.8914,是,1,10000,14.78594792,-2.955555556,278.97%,-2.682611352,9.42104171,10485916738,0,0,1,1,0,1,0,0
002195.SZ,二三四五,3.06,上海,计算机,2007-12-12,0.32,0.29,0.33,0.48,0.69,0.2595,0.5821,0.58,0.61,0.27,0.39,0.62,0.47,1,0.313333333,0.473866667,2.0967,是,1,9.765957447,9.738776792,-0.338773213,520.55%,-1.706992292,1.459436257,17426691784,0,1,1,1,1,1,1,1
002196.SZ,方正电机,4.95,浙江,电气设备,2007-12-12,-1.01,0.29,0.45,0.32,0.07,0.04,0.18,0.34,0.29,0.06,0.22,0.54,0.36,0,-0.09,0.186666667,4.4191,-,0,10000,0,-1.482142857,183.79%,6.445617785,1.120137585,2216927019,0,0,0,1,1,1,1,0
002197.SZ,证通电子,9.2,广东,计算机,2007-12-18,-0.53,0.08,0.12,0.19,0.24,0.25,0.2,0.34,0.42,0.31,0.753,0.663,0.562,0,-0.11,0.263333333,4.6733,-,0,10000,0,-1.417721519,157.98%,1.842814136,1.968630304,3688523748,0,0,0,1,0,1,0,0
002198.SZ,嘉应制药,4.5,广东,医药生物,2007-12-18,0.0706,-0.4232,0.1087,0.1307,0.1451,0.6545,0.0344,0.0987,0.15,0.18,0.17,0.4,0.36,0,-0.0813,0.262533333,1.5475,-,0,10000,0,-1.309674962,406.52%,-12.85616037,2.907915994,2689802194,0,0,1,1,0,1,0,0
002199.SZ,东晶电子,8.4,浙江,电子,2007-12-21,-0.32,0.01,0.07,-1.13,-0.74,0.17,0.06,0.045,0.2813,0.28,0.35,0.52,0.49,0,-0.08,0.091666667,1.5681,-,0,10000,0,-1.872727273,174.30%,-8.132509619,5.356801224,2188546843,0,0,0,1,0,1,0,0
